,Unnamed: 0,Page-1-Clicks,Page-2-Clicks,Page-3-Clicks,Page-4-Clicks,Page-5-Clicks,Page-6-Clicks,Page-7-Clicks,Page-8-Clicks,Page-9-Clicks,Page-10-Clicks,Food-Clicks,Gossip-Clicks,Politic-Clicks,Science-Clicks,Sport-Clicks,Tech-Clicks,Food-Allocations,Gossip-Allocations,Politic-Allocations,Science-Allocations,Sport-Allocations,Tech-Allocations,Page-1-Time,Page-2-Time,Page-3-Time,Page-4-Time,Page-5-Time,Page-6-Time,Page-7-Time,Page-8-Time,Page-9-Time,Page-10-Time
162,162,1.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0,2,9,0,1,12,16,20,51,13,18,56.045,54.422,38.751,43.81,40.785,36.428000000000004,29.641,46.57,34.035,22.811999999999998
163,163,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1,0,0,15,0,3,16,13,18,48,14,21,28.063000000000002,22.649,18.857,21.133000000000003,18.375,20.195999999999998,22.191,28.508000000000003,21.288,25.456
166,166,3.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4,0,1,28,0,3,17,15,11,57,11,19,87.573,48.093999999999994,49.339,43.888000000000005,44.638000000000005,42.131,36.093,36.856,43.266999999999996,45.952
167,167,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,6,0,1,0,0,18,40,18,19,19,16,13.200999999999999,13.068,10.981,13.901,7.837999999999999,4.5760000000000005,6.36,16.852999999999998,5.822,5.725
168,168,4.0,4.0,5.0,5.0,8.0,7.0,6.0,5.0,8.0,5.0,21,0,0,28,0,8,31,11,12,42,13,21,47.744,45.161,31.749000000000002,26.92,37.669000000000004,24.55,36.834,31.653000000000002,24.188000000000002,25.889
169,169,4.0,3.0,7.0,7.0,6.0,6.0,4.0,7.0,3.0,6.0,2,0,0,49,0,2,13,11,14,70,11,11,17.230999999999998,15.187999999999999,15.312000000000001,25.373,37.525,16.962,20.048,40.779,12.853,14.677999999999999
170,170,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1,0,0,6,2,13,13,13,15,27,20,42,56.913999999999994,36.65,49.818999999999996,40.431,42.233000000000004,26.131999999999998,31.061,35.626,29.586,32.704
171,171,6.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,0,1,4,7,9,16,12,14,16,22,23,43,83.325,53.187,60.75,38.178000000000004,38.283,47.199,50.393,51.335,43.818000000000005,41.728
172,172,2.0,5.0,7.0,5.0,8.0,6.0,7.0,4.0,6.0,6.0,3,2,1,14,2,34,13,13,12,29,13,50,46.698,46.175,43.998999999999995,68.589,42.537,59.631,47.275,44.213,46.81,39.201
173,173,2.0,5.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,3,0,6,24,1,0,16,11,23,53,14,13,40.031,48.864,36.347,35.84,48.238,37.211,42.798,38.881,29.053,37.344
175,175,4.0,5.0,3.0,3.0,7.0,6.0,5.0,6.0,5.0,6.0,0,0,7,35,0,8,12,14,19,54,12,19,75.516,67.64,69.88,82.902,54.433,52.097,63.257,62.678000000000004,53.608000000000004,60.816
176,176,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1,1,0,3,1,5,19,15,16,31,15,34,93.38799999999999,46.455,38.103,21.819000000000003,26.409000000000002,17.137,23.035,27.093000000000004,24.748,26.006999999999998
177,177,3.0,4.0,5.0,3.0,4.0,3.0,3.0,6.0,4.0,3.0,12,2,3,3,0,18,29,16,13,19,12,41,28.01,23.865,25.862,29.592,23.053,18.642,22.429000000000002,18.875999999999998,20.899,17.017
178,178,4.0,4.0,5.0,3.0,6.0,6.0,4.0,3.0,4.0,4.0,7,0,0,24,10,2,23,11,14,46,24,12,34.749,27.622,27.336,22.428,34.101,24.924,23.896,27.468000000000004,20.348,35.565
179,179,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0,2,0,15,0,2,14,19,14,58,11,14,78.946,52.492,49.195,52.111999999999995,60.106,46.387,57.478,56.958999999999996,45.887,62.842
180,180,2.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,7,0,0,18,0,3,24,13,12,48,17,16,74.369,36.863,45.755,48.721000000000004,40.533,28.654,42.967,38.461999999999996,48.648,59.608999999999995
181,181,0.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,18,1,0,2,0,1,49,16,18,15,15,17,24.287,26.175,30.399,27.245,23.635,32.626,41.526,39.234,25.926,25.281999999999996
182,182,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0,0,0,14,0,1,16,14,14,55,15,16,119.854,82.727,114.296,18.135,43.458,266.494,112.148,31.046999999999997,64.627,83.06200000000001
183,183,5.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,3,2,2,12,1,2,20,18,18,46,13,15,110.624,46.132,59.075,43.651,45.356,42.693999999999996,53.512,41.063,40.195,63.527
184,184,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3,0,0,4,0,1,29,18,17,33,16,17,32.55,30.504,40.595,28.758000000000003,18.117,21.66,21.451,26.578000000000003,23.237,29.555
185,185,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,8,1,0,2,0,1,37,18,18,24,14,19,41.51,30.67,24.991999999999997,29.721999999999998,29.149,30.447,36.745,34.306999999999995,39.826,27.331
186,186,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,6,0,1,6,0,16,19,14,15,21,13,48,32.798,28.256,20.965999999999998,23.774,21.409000000000002,12.827,14.958,17.121,18.025,15.825999999999999
187,187,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,2.0,3,0,0,3,0,12,17,13,17,17,13,53,55.994,34.7,32.446,17.278,27.857,23.068,24.67,23.427,20.191,26.805999999999997
188,188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,0,7,0,0,20,18,21,39,13,19,42.028999999999996,19.088,16.857,13.617,31.410999999999998,7.138999999999999,4.504,12.215,13.594000000000001,7.877999999999999
189,189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,0,2,0,1,29,32,16,17,14,22,86.73200000000001,31.372,15.025,38.883,36.608000000000004,24.664,39.228,24.201,23.726999999999997,39.455
190,190,3.0,5.0,10.0,1.0,6.0,7.0,6.0,4.0,6.0,7.0,5,0,2,40,3,5,13,14,13,59,15,16,52.661,42.582,43.463,42.229,81.257,42.744,55.18600000000001,58.861000000000004,66.791,53.872
191,191,6.0,7.0,9.0,8.0,11.0,6.0,11.0,7.0,8.0,9.0,20,3,5,28,1,25,29,15,11,30,13,32,64.477,45.133,35.676,23.215,57.382,44.806999999999995,24.544,33.243,24.553,31.404
192,192,5.0,3.0,7.0,5.0,6.0,6.0,5.0,8.0,4.0,7.0,1,2,0,19,2,32,11,17,11,36,14,41,39.895,27.642,42.368,51.278,45.028999999999996,45.534,36.722,36.658,46.073,38.039
193,193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4,1,3,0,2,13,36,15,25,17,24,89.541,49.015,33.975,22.909000000000002,37.297,32.809,26.375,38.854,83.57,48.292
194,194,2.0,2.0,3.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,13,0,0,7,0,2,45,14,14,28,12,17,30.15,29.285999999999998,22.35,20.98,32.154,28.398000000000003,23.105999999999998,29.271,17.936,23.592
